,,,,,,,,
,,Sales Person,Geography,Product,Date,Amount,Customers,Boxes
,,Kelci Walkden,  India,50% Dark Bites,22/11/2021,"$11,683 ",230,1461
,,Andria Kimpton,  New Zealand,Smooth Sliky Salty,23/11/2021,$532 ,125,32
,,Brien Boise, India,Mint Chip Choco,23/11/2021,"$11,466 ",21,637
,,Van Tuxwell,Canada,Smooth Sliky Salty,23/11/2021,$574 ,316,34
,,Beverie Moffet,  UK,99% Dark & Pure,23/11/2021,"$1,547 ",128,68
,,Van Tuxwell, New Zealand,Peanut Butter Cubes,23/11/2021,"$6,356 ",14,255
,,Curtice Advani,UK,Peanut Butter Cubes,23/11/2021,"$7,833 ",77,357
,,Marney O'Breen,UK,Peanut Butter Cubes,23/11/2021,"$7,280 ",179,331
,,Gigi Bohling, USA,Smooth Sliky Salty,23/11/2021,$686 ,52,35
,,Van Tuxwell, India,After Nines,23/11/2021,"$4,480 ",56,145
,,Rafaelita Blaksland,  Australia,Drinking Coco,23/11/2021,"$4,928 ",141,215
,,Oby Sorrel,   Australia,Mint Chip Choco,23/11/2021,"$1,687 ",16,106
,,Dotty Strutley,   Australia,Manuka Honey Choco,23/11/2021,"$3,738 ",335,139
,,Mallorie Waber, UK,Spicy Special Slims,23/11/2021,$784 ,334,30
,,Dotty Strutley,   New Zealand,White Choc,23/11/2021,$231 ,61,17
,,Kelci Walkden,  India,85% Dark Bars,23/11/2021,"$13,825 ",129,865
,,Jehu Rudeforth,  Australia,Mint Chip Choco,23/11/2021,"$10,997 ",9,647
,,Curtice Advani,  India,Almond Choco,23/11/2021,"$2,569 ",207,136
,,Rafaelita Blaksland,   Australia,Eclairs,23/11/2021,"$13,958 ",188,997
,,Andria Kimpton, India,White Choc,23/11/2021,"$2,905 ",432,171
,,Roddy Speechley, Australia,Organic Choco Syrup,24/11/2021,"$3,801 ",233,132
,,Van Tuxwell,  USA,Baker's Choco Chips,24/11/2021,$14 ,526,1
,,Brien Boise,   UK,Raspberry Choco,24/11/2021,$70 ,194,5
,,Oby Sorrel,UK,Manuka Honey Choco,24/11/2021,"$5,138 ",605,156
,,Wilone O'Kielt, Canada,Raspberry Choco,24/11/2021,"$2,135 ",53,143
,,Brien Boise,  New Zealand,Eclairs,25/11/2021,"$2,331 ",41,146
,,Kelci Walkden,New Zealand,Organic Choco Syrup,25/11/2021,"$7,707 ",61,249
,,Camilla Castle, Canada,Choco Coated Almonds,25/11/2021,"$9,856 ",306,658
,,Oby Sorrel,   India,Caramel Stuffed Bars,25/11/2021,"$6,097 ",213,218
,,Oby Sorrel,  UK,Eclairs,25/11/2021,$245 ,269,18
,,Jan Morforth,  Canada,Milk Bars,25/11/2021,"$8,141 ",66,291
,,Curtice Advani,   Australia,White Choc,25/11/2021,"$5,656 ",20,566
,,Wilone O'Kielt,UK,Organic Choco Syrup,25/11/2021,"$7,357 ",59,320
,,Jan Morforth, India,Fruit & Nut Bars,25/11/2021,$833 ,23,84
,,Rafaelita Blaksland,   Canada,Smooth Sliky Salty,25/11/2021,"$5,299 ",41,408
,,Dotty Strutley,Australia,Fruit & Nut Bars,25/11/2021,"$1,785 ",124,149
,,Wilone O'Kielt,   USA,Choco Coated Almonds,26/11/2021,"$5,670 ",328,270
,,Beverie Moffet,USA,99% Dark & Pure,26/11/2021,"$12,810 ",196,610
,,Kelci Walkden, USA,70% Dark Bites,26/11/2021,"$11,396 ",63,1140
,,Jehu Rudeforth,UK,Manuka Honey Choco,26/11/2021,$707 ,81,23
,,Van Tuxwell, Australia,99% Dark & Pure,26/11/2021,"$2,618 ",117,146
,,Wilone O'Kielt,   India,70% Dark Bites,26/11/2021,"$8,260 ",61,636
,,Roddy Speechley,  Australia,Fruit & Nut Bars,26/11/2021,"$8,120 ",342,625
,,Rafaelita Blaksland,USA,Almond Choco,26/11/2021,"$6,713 ",111,448
,,Jan Morforth, India,White Choc,26/11/2021,"$22,512 ",74,2047
,,Husein Augar,   Australia,Spicy Special Slims,29/11/2021,"$1,400 ",116,54
,,Roddy Speechley, New Zealand,70% Dark Bites,29/11/2021,"$1,540 ",377,103
,,Van Tuxwell,   Australia,Eclairs,29/11/2021,$903 ,257,57
,,Kaine Padly,  Canada,Raspberry Choco,29/11/2021,"$3,857 ",311,227
,,Wilone O'Kielt,UK,50% Dark Bites,29/11/2021,$840 ,120,60
,,Madelene Upcott,   UK,Milk Bars,29/11/2021,$119 ,271,5
,,Brien Boise,   Australia,50% Dark Bites,29/11/2021,"$3,500 ",391,270
,,Husein Augar,   India,White Choc,29/11/2021,"$8,435 ",35,938
,,Dennison Crosswaite,India,White Choc,29/11/2021,"$10,640 ",137,819
,,Barr Faughny,USA,85% Dark Bars,29/11/2021,"$1,155 ",256,49
,,Karlen McCaffrey,  Canada,Eclairs,29/11/2021,$133 ,33,7
,,Andria Kimpton, Australia,Fruit & Nut Bars,29/11/2021,"$14,007 ",400,1274
,,Jan Morforth,   India,50% Dark Bites,30/11/2021,"$10,724 ",111,766
,,Kaine Padly, UK,Fruit & Nut Bars,30/11/2021,"$2,611 ",108,201
,,Mallorie Waber,   India,Almond Choco,30/11/2021,"$5,663 ",23,334
,,Kelci Walkden, New Zealand,Eclairs,30/11/2021,"$12,796 ",104,640
,,Jan Morforth,   India,Baker's Choco Chips,30/11/2021,"$4,571 ",139,305
,,Marney O'Breen,Australia,50% Dark Bites,30/11/2021,"$5,866 ",219,652
,,Dennison Crosswaite,New Zealand,Raspberry Choco,30/11/2021,"$8,309 ",102,554
,,Mallorie Waber,Australia,Smooth Sliky Salty,30/11/2021,"$8,540 ",149,657
,,Jan Morforth,   Australia,After Nines,30/11/2021,"$2,310 ",76,83
,,Oby Sorrel,  India,Fruit & Nut Bars,1/12/2021,"$2,597 ",267,200
,,Dotty Strutley,Australia,After Nines,1/12/2021,"$2,156 ",309,77
,,Roddy Speechley, India,Orange Choco,1/12/2021,$826 ,76,76
,,Camilla Castle, Canada,Smooth Sliky Salty,1/12/2021,"$4,004 ",131,267
,,Kaine Padly,  New Zealand,Smooth Sliky Salty,1/12/2021,"$13,636 ",161,650
,,Curtice Advani,  Australia,50% Dark Bites,1/12/2021,"$3,808 ",262,381
,,Gunar Cockshoot,India,Fruit & Nut Bars,1/12/2021,"$6,076 ",234,608
,,Camilla Castle, USA,Spicy Special Slims,1/12/2021,"$9,051 ",108,453
,,Kaine Padly,   Canada,Baker's Choco Chips,1/12/2021,"$12,124 ",98,1213
,,Oby Sorrel,  New Zealand,Eclairs,2/12/2021,"$10,094 ",87,594
,,Ches Bonnell,India,Organic Choco Syrup,2/12/2021,"$1,771 ",105,58
,,Gunar Cockshoot,   Australia,White Choc,2/12/2021,"$5,474 ",13,498
,,Beverie Moffet,  Canada,After Nines,3/12/2021,"$15,701 ",179,655
,,Husein Augar,  UK,99% Dark & Pure,3/12/2021,"$8,813 ",305,441
,,Marney O'Breen,Australia,Drinking Coco,3/12/2021,"$2,009 ",64,78
,,Van Tuxwell,India,Raspberry Choco,3/12/2021,"$8,029 ",140,383
,,Barr Faughny,   USA,After Nines,3/12/2021,"$5,264 ",153,220
,,Dotty Strutley,   UK,Fruit & Nut Bars,3/12/2021,"$2,247 ",231,188
,,Jan Morforth, New Zealand,Raspberry Choco,3/12/2021,$798 ,107,45
,,Madelene Upcott, Canada,White Choc,6/12/2021,"$2,107 ",111,141
,,Dotty Strutley,  Australia,70% Dark Bites,6/12/2021,"$8,946 ",122,814
,,Gunar Cockshoot,Australia,Organic Choco Syrup,6/12/2021,"$2,947 ",359,96
,,Jehu Rudeforth,   New Zealand,Choco Coated Almonds,6/12/2021,"$12,418 ",116,654
,,Husein Augar,  USA,Fruit & Nut Bars,6/12/2021,"$5,894 ",67,328
,,Madelene Upcott, USA,85% Dark Bars,7/12/2021,"$3,171 ",101,145
,,Curtice Advani, USA,Organic Choco Syrup,7/12/2021,"$10,458 ",27,419
,,Gunar Cockshoot,   Australia,Eclairs,7/12/2021,$420 ,120,27
,,Jan Morforth,   Australia,Baker's Choco Chips,7/12/2021,"$1,638 ",254,126
,,Kaine Padly,   India,Eclairs,7/12/2021,"$8,708 ",129,436
,,Beverie Moffet,   Australia,Almond Choco,7/12/2021,"$5,663 ",225,334
,,Husein Augar,   Australia,Smooth Sliky Salty,7/12/2021,$343 ,52,21
,,Mallorie Waber, USA,85% Dark Bars,7/12/2021,"$1,351 ",14,68
,,Beverie Moffet,UK,Fruit & Nut Bars,7/12/2021,"$3,346 ",143,305
,,Kaine Padly,   India,70% Dark Bites,7/12/2021,"$7,917 ",163,1131
,,Brien Boise,  New Zealand,Raspberry Choco,7/12/2021,"$2,527 ",275,115
,,Ches Bonnell,   New Zealand,99% Dark & Pure,7/12/2021,"$6,685 ",31,304
,,Brien Boise,  New Zealand,Orange Choco,7/12/2021,"$5,145 ",282,572
,,Curtice Advani,   India,Manuka Honey Choco,7/12/2021,"$1,260 ",104,47
,,Gigi Bohling, New Zealand,Caramel Stuffed Bars,7/12/2021,"$1,344 ",304,54
,,Roddy Speechley,Canada,White Choc,7/12/2021,"$17,437 ",23,1342
,,Husein Augar,   Canada,Eclairs,7/12/2021,"$7,658 ",195,404
,,Dennison Crosswaite,UK,99% Dark & Pure,7/12/2021,"$7,784 ",8,390
,,Dotty Strutley,  Australia,Raspberry Choco,7/12/2021,"$7,889 ",24,416
,,Andria Kimpton, New Zealand,Peanut Butter Cubes,7/12/2021,"$5,957 ",206,314
,,Madelene Upcott,  India,50% Dark Bites,7/12/2021,"$2,457 ",383,273
,,Mallorie Waber,  USA,Smooth Sliky Salty,7/12/2021,"$11,900 ",310,700
,,Wilone O'Kielt,   New Zealand,Milk Bars,7/12/2021,"$5,817 ",41,201
,,Mallorie Waber, India,Spicy Special Slims,7/12/2021,"$8,778 ",121,352
,,Ches Bonnell,India,99% Dark & Pure,7/12/2021,$819 ,386,49
,,Camilla Castle,India,Fruit & Nut Bars,7/12/2021,"$2,121 ",287,152
,,Wilone O'Kielt,   UK,Caramel Stuffed Bars,7/12/2021,"$5,166 ",218,192
,,Beverie Moffet,India,Peanut Butter Cubes,8/12/2021,"$2,296 ",145,121
,,Rafaelita Blaksland,  Australia,Mint Chip Choco,8/12/2021,$175 ,177,9
,,Marney O'Breen,USA,Smooth Sliky Salty,8/12/2021,"$9,961 ",218,499
,,Kaine Padly,   New Zealand,Organic Choco Syrup,8/12/2021,"$2,513 ",39,84
,,Gigi Bohling, Canada,Orange Choco,8/12/2021,"$8,239 ",582,1374
,,Karlen McCaffrey,  New Zealand,Eclairs,8/12/2021,"$14,532 ",179,1118
,,Dennison Crosswaite,  New Zealand,Choco Coated Almonds,8/12/2021,"$3,955 ",318,189
,,Dennison Crosswaite,   USA,Caramel Stuffed Bars,8/12/2021,"$4,186 ",53,150
,,Kelci Walkden,Australia,85% Dark Bars,8/12/2021,"$2,156 ",184,120
,,Gunar Cockshoot,Australia,50% Dark Bites,8/12/2021,"$2,317 ",10,194
,,Jan Morforth,   New Zealand,85% Dark Bars,8/12/2021,$861 ,361,48
,,Dennison Crosswaite,   USA,Peanut Butter Cubes,8/12/2021,$182 ,275,10
,,Andria Kimpton,  Australia,White Choc,9/12/2021,"$9,002 ",1,901
,,Kaine Padly, USA,70% Dark Bites,9/12/2021,"$2,996 ",136,200
,,Oby Sorrel,  India,Smooth Sliky Salty,9/12/2021,"$2,653 ",194,133
,,Wilone O'Kielt,  India,Milk Bars,9/12/2021,"$4,648 ",247,194
,,Roddy Speechley, India,After Nines,9/12/2021,"$4,410 ",144,147
,,Jehu Rudeforth,  Canada,White Choc,9/12/2021,$168 ,95,12
,,Oby Sorrel,  Canada,Smooth Sliky Salty,9/12/2021,$749 ,193,54
,,Kelci Walkden, New Zealand,White Choc,9/12/2021,"$8,099 ",137,507
,,Andria Kimpton,  New Zealand,Eclairs,9/12/2021,"$7,378 ",22,568
,,Husein Augar,UK,Fruit & Nut Bars,10/12/2021,"$11,683 ",1,974
,,Kelci Walkden,   India,Smooth Sliky Salty,10/12/2021,"$6,076 ",290,468
,,Jehu Rudeforth, Canada,70% Dark Bites,10/12/2021,"$1,190 ",244,92
,,Jehu Rudeforth,   Australia,Caramel Stuffed Bars,10/12/2021,"$5,418 ",186,247
,,Marney O'Breen,New Zealand,Smooth Sliky Salty,10/12/2021,"$8,624 ",65,454
,,Van Tuxwell,  USA,Caramel Stuffed Bars,10/12/2021,"$4,291 ",289,154
,,Dotty Strutley,India,Eclairs,13/12/2021,"$6,636 ",185,350
,,Wilone O'Kielt,   New Zealand,Smooth Sliky Salty,13/12/2021,"$6,734 ",22,355
,,Marney O'Breen,   Australia,99% Dark & Pure,13/12/2021,"$5,327 ",201,222
,,Curtice Advani, UK,Raspberry Choco,13/12/2021,"$10,927 ",42,521
,,Mallorie Waber,Canada,Drinking Coco,13/12/2021,"$1,827 ",44,61
,,Beverie Moffet,   UK,Spicy Special Slims,13/12/2021,"$9,065 ",163,413
,,Kaine Padly,  India,85% Dark Bars,13/12/2021,"$1,645 ",117,69
,,Curtice Advani,UK,Fruit & Nut Bars,13/12/2021,"$6,804 ",271,619
,,Jehu Rudeforth, Canada,99% Dark & Pure,13/12/2021,"$2,933 ",68,163
,,Mallorie Waber, New Zealand,Fruit & Nut Bars,13/12/2021,"$18,830 ",220,1108
,,Karlen McCaffrey,  New Zealand,50% Dark Bites,13/12/2021,"$3,311 ",223,237
,,Rafaelita Blaksland,   Australia,50% Dark Bites,13/12/2021,"$6,300 ",29,630
,,Jehu Rudeforth,   UK,Smooth Sliky Salty,14/12/2021,"$11,858 ",19,791
,,Barr Faughny,USA,70% Dark Bites,14/12/2021,"$6,601 ",138,661
,,Jehu Rudeforth,USA,85% Dark Bars,14/12/2021,"$13,251 ",61,663
,,Andria Kimpton,India,Organic Choco Syrup,14/12/2021,"$9,422 ",25,410
,,Husein Augar,  Canada,Smooth Sliky Salty,14/12/2021,"$6,300 ",367,332
,,Wilone O'Kielt,   Canada,50% Dark Bites,14/12/2021,"$18,508 ",124,1683
,,Kelci Walkden, Australia,Smooth Sliky Salty,14/12/2021,"$15,204 ",433,951
,,Wilone O'Kielt,Canada,Drinking Coco,14/12/2021,"$5,327 ",66,191
,,Jan Morforth, Australia,Manuka Honey Choco,14/12/2021,"$14,616 ",100,563
,,Camilla Castle, UK,Organic Choco Syrup,14/12/2021,"$11,767 ",257,421
,,Husein Augar,  Canada,50% Dark Bites,14/12/2021,"$4,165 ",99,278
,,Gunar Cockshoot,  USA,Drinking Coco,14/12/2021,"$3,157 ",13,106
,,Curtice Advani,  New Zealand,Smooth Sliky Salty,14/12/2021,"$2,695 ",14,129
,,Gigi Bohling, Australia,Smooth Sliky Salty,14/12/2021,"$8,274 ",17,518
,,Gigi Bohling,New Zealand,Smooth Sliky Salty,15/12/2021,"$14,154 ",138,708
,,Andria Kimpton,Canada,50% Dark Bites,15/12/2021,"$4,634 ",160,422
,,Camilla Castle, New Zealand,After Nines,15/12/2021,"$6,657 ",265,209
,,Barr Faughny,  India,85% Dark Bars,15/12/2021,"$20,671 ",42,940
,,Mallorie Waber, New Zealand,After Nines,15/12/2021,"$3,087 ",8,97
,,Brien Boise,   UK,85% Dark Bars,15/12/2021,"$7,462 ",42,393
,,Oby Sorrel,Canada,Spicy Special Slims,15/12/2021,"$9,107 ",349,456
,,Jan Morforth,Canada,After Nines,15/12/2021,"$1,722 ",147,72
,,Marney O'Breen,UK,Caramel Stuffed Bars,15/12/2021,"$6,622 ",32,276
,,Oby Sorrel, UK,99% Dark & Pure,15/12/2021,"$13,090 ",134,689
,,Wilone O'Kielt, UK,Peanut Butter Cubes,15/12/2021,"$15,925 ",115,759
,,Dotty Strutley,   USA,Spicy Special Slims,15/12/2021,"$3,248 ",252,121
,,Kelci Walkden, Australia,Almond Choco,15/12/2021,"$9,338 ",48,406
,,Karlen McCaffrey,New Zealand,Milk Bars,15/12/2021,"$5,516 ",145,230
,,Mallorie Waber,USA,Almond Choco,15/12/2021,"$4,291 ",147,187
,,Curtice Advani,New Zealand,Choco Coated Almonds,15/12/2021,$917 ,35,62
,,Roddy Speechley,  India,50% Dark Bites,15/12/2021,"$8,323 ",149,555
,,Jehu Rudeforth,   New Zealand,50% Dark Bites,15/12/2021,"$1,722 ",60,123
,,Andria Kimpton,  Australia,Eclairs,15/12/2021,"$2,695 ",168,180
,,Jan Morforth,  USA,Eclairs,15/12/2021,"$5,236 ",53,250
,,Brien Boise,India,Manuka Honey Choco,15/12/2021,"$2,555 ",115,83
,,Madelene Upcott,   India,Smooth Sliky Salty,15/12/2021,"$3,885 ",43,243
,,Karlen McCaffrey,Australia,Almond Choco,15/12/2021,"$5,026 ",340,315
,,Curtice Advani,Canada,Raspberry Choco,15/12/2021,"$3,514 ",148,196
,,Marney O'Breen, UK,50% Dark Bites,15/12/2021,"$2,002 ",40,201
,,Dotty Strutley,   Canada,Manuka Honey Choco,15/12/2021,"$5,894 ",9,219
,,Ches Bonnell,   Australia,Milk Bars,15/12/2021,"$3,073 ",299,106
,,Curtice Advani,New Zealand,Raspberry Choco,15/12/2021,"$7,049 ",178,371
,,Jehu Rudeforth,India,Almond Choco,15/12/2021,"$3,654 ",414,215
,,Camilla Castle,  India,Milk Bars,15/12/2021,"$8,610 ",27,278
,,Kaine Padly,   Australia,Spicy Special Slims,16/12/2021,"$1,323 ",111,56
,,Oby Sorrel, India,50% Dark Bites,16/12/2021,"$6,636 ",19,443
,,Gunar Cockshoot,  New Zealand,Raspberry Choco,16/12/2021,"$7,427 ",164,437
,,Kelci Walkden,  Australia,Baker's Choco Chips,16/12/2021,"$2,863 ",90,205
,,Marney O'Breen,   India,Organic Choco Syrup,16/12/2021,"$3,206 ",60,104
,,Jehu Rudeforth, UK,Organic Choco Syrup,16/12/2021,$84 ,101,4
,,Marney O'Breen, Australia,Eclairs,17/12/2021,"$5,131 ",278,257
,,Dotty Strutley,  UK,Spicy Special Slims,17/12/2021,"$12,068 ",206,549
,,Mallorie Waber,  Canada,Choco Coated Almonds,17/12/2021,"$5,824 ",325,364
,,Kelci Walkden,   Australia,Choco Coated Almonds,17/12/2021,"$3,283 ",455,219
,,Ches Bonnell, India,Smooth Sliky Salty,17/12/2021,"$2,030 ",409,120
,,Dotty Strutley,USA,70% Dark Bites,17/12/2021,"$7,294 ",276,730
,,Van Tuxwell,  Canada,70% Dark Bites,17/12/2021,$966 ,81,69
,,Wilone O'Kielt, New Zealand,99% Dark & Pure,17/12/2021,"$9,303 ",35,490
,,Madelene Upcott,   New Zealand,Smooth Sliky Salty,17/12/2021,"$5,936 ",212,330
,,Jan Morforth,   USA,50% Dark Bites,17/12/2021,"$6,839 ",318,622
,,Van Tuxwell,  India,Peanut Butter Cubes,17/12/2021,"$14,980 ",519,652
,,Andria Kimpton,   New Zealand,Milk Bars,17/12/2021,"$4,277 ",97,159
,,Kaine Padly,   USA,Manuka Honey Choco,17/12/2021,"$2,415 ",472,76
,,Oby Sorrel,Canada,Raspberry Choco,17/12/2021,"$5,194 ",346,289
,,Van Tuxwell,  Australia,White Choc,17/12/2021,"$7,007 ",58,637
,,Camilla Castle,   UK,Caramel Stuffed Bars,17/12/2021,"$6,545 ",232,262
,,Gigi Bohling, India,Manuka Honey Choco,17/12/2021,$917 ,159,28
,,Mallorie Waber,   India,Smooth Sliky Salty,17/12/2021,$644 ,202,33
,,Jehu Rudeforth,   India,Smooth Sliky Salty,17/12/2021,"$5,719 ",278,286
,,Rafaelita Blaksland, UK,50% Dark Bites,17/12/2021,"$6,748 ",418,750
,,Ches Bonnell,India,Peanut Butter Cubes,20/12/2021,$896 ,205,50
,,Van Tuxwell,  Canada,White Choc,20/12/2021,"$2,639 ",266,156
,,Wilone O'Kielt,UK,Baker's Choco Chips,20/12/2021,$364 ,65,23
,,Dotty Strutley,   UK,Mint Chip Choco,20/12/2021,"$1,428 ",12,96
,,Wilone O'Kielt, UK,Mint Chip Choco,20/12/2021,"$4,466 ",83,249
,,Rafaelita Blaksland,USA,After Nines,20/12/2021,"$1,442 ",155,52
,,Van Tuxwell, New Zealand,Choco Coated Almonds,20/12/2021,"$5,355 ",425,255
,,Van Tuxwell,  USA,50% Dark Bites,20/12/2021,"$3,815 ",583,477
,,Rafaelita Blaksland,   UK,Orange Choco,20/12/2021,"$12,614 ",242,901
,,Wilone O'Kielt,   India,Eclairs,20/12/2021,$623 ,296,30
,,Gigi Bohling,   India,Milk Bars,20/12/2021,"$4,466 ",8,179
,,Marney O'Breen, India,Choco Coated Almonds,20/12/2021,"$7,049 ",476,336
,,Van Tuxwell,   UK,Choco Coated Almonds,20/12/2021,"$11,221 ",461,661
,,Gigi Bohling,New Zealand,Fruit & Nut Bars,20/12/2021,"$10,521 ",231,585
,,Ches Bonnell,  New Zealand,70% Dark Bites,20/12/2021,"$14,007 ",187,1078
,,Jehu Rudeforth,   India,85% Dark Bars,20/12/2021,"$10,507 ",117,657
,,Barr Faughny,   UK,Peanut Butter Cubes,20/12/2021,"$6,874 ",50,362
,,Dennison Crosswaite, UK,Eclairs,20/12/2021,"$9,184 ",83,707
,,Rafaelita Blaksland,   Canada,Drinking Coco,20/12/2021,"$10,542 ",205,440
,,Brien Boise,Canada,Milk Bars,20/12/2021,"$5,292 ",200,183
,,Husein Augar, Canada,Manuka Honey Choco,20/12/2021,"$11,193 ",397,386
,,Kelci Walkden, New Zealand,70% Dark Bites,20/12/2021,$686 ,108,46
,,Dennison Crosswaite,  Australia,85% Dark Bars,20/12/2021,"$14,343 ",285,755
,,Roddy Speechley,  India,Almond Choco,20/12/2021,"$17,388 ",142,870
,,Rafaelita Blaksland,  Canada,Organic Choco Syrup,21/12/2021,"$3,094 ",197,104
,,Mallorie Waber,   India,85% Dark Bars,21/12/2021,"$3,787 ",414,165
,,Andria Kimpton,New Zealand,50% Dark Bites,21/12/2021,"$3,752 ",285,417
,,Wilone O'Kielt,   India,Organic Choco Syrup,21/12/2021,"$1,197 ",229,40
,,Kaine Padly,New Zealand,Peanut Butter Cubes,21/12/2021,"$7,364 ",12,410
,,Van Tuxwell,   India,Drinking Coco,21/12/2021,"$1,841 ",13,84
,,Oby Sorrel, India,Spicy Special Slims,21/12/2021,"$3,836 ",61,148
,,Ches Bonnell, Canada,Raspberry Choco,21/12/2021,"$3,871 ",231,204
,,Madelene Upcott, Australia,Drinking Coco,21/12/2021,"$1,218 ",93,46
,,Jan Morforth,Canada,50% Dark Bites,21/12/2021,"$7,168 ",133,512
,,Oby Sorrel,  Canada,Choco Coated Almonds,21/12/2021,"$1,015 ",89,64
,,Husein Augar,USA,Orange Choco,21/12/2021,"$2,604 ",409,261
,,Jehu Rudeforth, USA,Fruit & Nut Bars,21/12/2021,"$2,177 ",24,146
,,Marney O'Breen,  India,After Nines,21/12/2021,"$7,364 ",103,307
,,Husein Augar,   New Zealand,Orange Choco,21/12/2021,"$2,058 ",257,258
,,Andria Kimpton,New Zealand,Baker's Choco Chips,21/12/2021,"$16,891 ",134,1127
,,Kaine Padly, New Zealand,Choco Coated Almonds,21/12/2021,"$15,533 ",71,1110
,,Oby Sorrel,  Canada,Caramel Stuffed Bars,21/12/2021,"$15,694 ",65,714
,,Wilone O'Kielt,Australia,Almond Choco,21/12/2021,"$5,509 ",16,276
,,Kaine Padly,  UK,Choco Coated Almonds,21/12/2021,"$6,174 ",209,386
,,Dotty Strutley,USA,Orange Choco,21/12/2021,"$1,295 ",80,162
,,Oby Sorrel, New Zealand,Fruit & Nut Bars,21/12/2021,"$2,366 ",11,182
,,Marney O'Breen,India,Fruit & Nut Bars,21/12/2021,$532 ,84,45
,,Husein Augar,India,Mint Chip Choco,21/12/2021,$735 ,231,53
,,Jan Morforth, UK,After Nines,22/12/2021,"$4,102 ",145,158
,,Gigi Bohling,   UK,Manuka Honey Choco,22/12/2021,"$4,634 ",248,160
,,Van Tuxwell,   USA,Eclairs,22/12/2021,$980 ,201,76
,,Brien Boise, New Zealand,50% Dark Bites,22/12/2021,"$3,472 ",112,386
,,Kelci Walkden, India,White Choc,22/12/2021,"$15,673 ",141,1425
,,Gigi Bohling,   UK,White Choc,22/12/2021,"$9,177 ",28,706
,,Marney O'Breen,USA,Milk Bars,22/12/2021,"$1,113 ",56,36
,,Ches Bonnell,   USA,Eclairs,22/12/2021,"$2,506 ",143,140
,,Husein Augar,  Canada,Mint Chip Choco,22/12/2021,$658 ,255,35
,,Camilla Castle,  Australia,After Nines,22/12/2021,"$4,487 ",162,167
,,Dennison Crosswaite,   UK,Manuka Honey Choco,22/12/2021,"$5,866 ",33,184
,,Rafaelita Blaksland,  New Zealand,Caramel Stuffed Bars,22/12/2021,"$14,959 ",142,680
,,Roddy Speechley, UK,50% Dark Bites,22/12/2021,"$6,356 ",233,454
,,Kelci Walkden, New Zealand,Caramel Stuffed Bars,22/12/2021,$308 ,80,11
,,Dotty Strutley,  Australia,Mint Chip Choco,22/12/2021,"$7,259 ",345,519
,,Camilla Castle,   India,Drinking Coco,22/12/2021,"$2,954 ",595,114
,,Jehu Rudeforth, Australia,85% Dark Bars,23/12/2021,$490 ,217,22
,,Marney O'Breen, New Zealand,Baker's Choco Chips,23/12/2021,"$9,898 ",79,1100
,,Curtice Advani,   Australia,Milk Bars,23/12/2021,"$19,789 ",35,683
,,Ches Bonnell, Canada,Orange Choco,23/12/2021,"$2,793 ",285,399
,,Van Tuxwell,  Canada,Baker's Choco Chips,23/12/2021,"$16,443 ",117,1645
,,Beverie Moffet,  Australia,Eclairs,23/12/2021,"$5,012 ",146,295
,,Karlen McCaffrey,Australia,Milk Bars,23/12/2021,$861 ,22,31
,,Madelene Upcott, New Zealand,50% Dark Bites,23/12/2021,"$6,370 ",17,531
,,Jan Morforth,   Australia,Orange Choco,23/12/2021,"$4,333 ",127,723
,,Marney O'Breen, India,Peanut Butter Cubes,23/12/2021,"$2,653 ",22,103
,,Mallorie Waber,  USA,Manuka Honey Choco,23/12/2021,"$1,981 ",28,80
,,Husein Augar,  UK,Orange Choco,23/12/2021,$525 ,3,41
,,Oby Sorrel, New Zealand,99% Dark & Pure,23/12/2021,$315 ,166,14
,,Wilone O'Kielt,Australia,Orange Choco,23/12/2021,$889 ,31,127
,,Oby Sorrel, Canada,70% Dark Bites,23/12/2021,"$2,954 ",444,269
,,Jehu Rudeforth,  Canada,Baker's Choco Chips,23/12/2021,"$7,497 ",122,536
,,Madelene Upcott,  UK,Peanut Butter Cubes,23/12/2021,"$4,753 ",197,199
,,Kelci Walkden,  USA,Caramel Stuffed Bars,23/12/2021,"$7,490 ",70,268
,,Ches Bonnell,   New Zealand,50% Dark Bites,23/12/2021,"$5,355 ",7,536
,,Gigi Bohling, Australia,Organic Choco Syrup,23/12/2021,"$5,642 ",6,189
,,Husein Augar,USA,99% Dark & Pure,23/12/2021,"$3,885 ",308,243
,,Gigi Bohling, India,Orange Choco,23/12/2021,$161 ,73,27
,,Barr Faughny,UK,Fruit & Nut Bars,23/12/2021,$896 ,33,60
,,Husein Augar, UK,Baker's Choco Chips,24/12/2021,$938 ,50,86
,,Marney O'Breen,New Zealand,Almond Choco,24/12/2021,"$11,235 ",113,489
,,Kelci Walkden,  New Zealand,Fruit & Nut Bars,24/12/2021,"$3,066 ",125,192
,,Jan Morforth,   New Zealand,Spicy Special Slims,24/12/2021,"$1,610 ",29,68
,,Dotty Strutley,  UK,99% Dark & Pure,24/12/2021,"$2,450 ",152,107
,,Rafaelita Blaksland,   USA,White Choc,24/12/2021,"$5,271 ",178,406
,,Andria Kimpton,  India,Eclairs,24/12/2021,"$3,262 ",282,233
,,Rafaelita Blaksland,UK,Manuka Honey Choco,24/12/2021,"$3,647 ",327,114
,,Madelene Upcott, Canada,Almond Choco,24/12/2021,$875 ,40,55
